ID,Title,Source Name,Source URL,Article URL,Published Date,Scraped Date,Relevance Score,Content Preview
274,"NBA DFS picks: FanDuel, DraftKings daily Fantasy basketball advice for Thunder vs. Pacers, NBA Finals Game 6","CBS Sports","https://www.cbssports.com/","https://www.cbssports.com/nba/news/nba-dfs-picks-fanduel-draftkings-daily-fantasy-basketball-advice-for-thunder-vs-pacers-nba-finals-game-6/","2025-06-19T17:39:40.000Z","2025-06-19T18:44:13.177Z",80,"SportsLine expert Jimmie Kaylor gives optimal Showdown NBA DFS lineup advice for Game 6 of the NBA Finals 2025 on Thursday..."
273,"Eagles All-Quarter Century Team snubs: Dallas Goedert, Jake Elliott omitted from 53-man roster","CBS Sports","https://www.cbssports.com/","https://www.cbssports.com/nfl/news/eagles-all-quarter-century-team-snubs-dallas-goedert-jake-elliott-omitted-from-53-man-roster/","2025-06-19T17:54:16.000Z","2025-06-19T18:44:13.147Z",50,"These players were left off the quarter-century team..."
272,"Inter Miami vs. Porto odds, prediction, time: Free 2025 FIFA Club World Cup expert picks for Thursday, June 19","CBS Sports","https://www.cbssports.com/","https://www.cbssports.com/soccer/news/inter-miami-vs-porto-odds-prediction-time-free-2025-fifa-club-world-cup-expert-picks-for-thursday-june-19/","2025-06-19T18:00:31.000Z","2025-06-19T18:44:13.122Z",60,"SportsLine's Martin Green reveals his Club World Cup final picks for Porto vs. Messi and Inter Miami on Thursday..."
271,"Jon Jones says he couldn't 'care less about fighting' right now as UFC, Tom Aspinall continue to wait","CBS Sports","https://www.cbssports.com/","https://www.cbssports.com/mma/news/jon-jones-says-he-couldnt-care-less-about-fighting-right-now-as-ufc-tom-aspinall-continue-to-wait/","2025-06-19T18:11:55.000Z","2025-06-19T18:44:13.095Z",50,"Jones walked off the interview when asked about fighting Aspinall..."
270,"Free MLB picks, predictions, best bets for Thursday, June 19: This three-leg baseball parlay pays almost 5-1","CBS Sports","https://www.cbssports.com/","https://www.cbssports.com/betting/news/free-mlb-picks-predictions-best-bets-for-thursday-june-19-this-three-leg-baseball-parlay-pays-almost-5-1/","2025-06-19T18:25:00.000Z","2025-06-19T18:44:13.071Z",60,"SportsLine's model has revealed its three-leg MLB parlay picks and best bets for the Thursday MLB schedule..."
269,"Books We Think You Should Read This Summer","Defector","https://defector.com/","https://defector.com/books-we-think-you-should-read-this-summer","2025-06-18T17:14:43.000Z","2025-06-19T18:44:11.394Z",50,"Summer happens slowly, then all at once: longer nights, a drink on the porch followed by one more, the trickle then flood of every publication writing (or getting AI to write) a list of summer books y..."
268,"Will The Yankees Ever Score Another Run? No","Defector","https://defector.com/","https://defector.com/will-the-yankees-ever-score-another-run-no","2025-06-18T17:34:14.000Z","2025-06-19T18:44:11.370Z",50,"Some good news: The New York Yankees have now been shut out for three games in a row. This is in spite of mitigating factors such as facing the ""Los Angeles"" Angels of Anaheim and being newly Giancarl..."
267,"The WNBA Had Too Much Going On Last Night","Defector","https://defector.com/","https://defector.com/the-wnba-had-too-much-going-on-last-night","2025-06-18T18:53:26.000Z","2025-06-19T18:44:11.343Z",60,"“Wow,” Kahleah Copper tweeted yesterday evening. She was the rare WNBA player with the time to post and spectate on Wednesday. The final day of the group play stage of the league’s in-season Commissio..."
266,"Meet The Civil Servants Under Attack By The Trump Administration","Defector","https://defector.com/","https://defector.com/meet-the-civil-servants-under-attack-by-the-trump-administration","2025-06-19T13:00:00.000Z","2025-06-19T18:44:11.319Z",50,"Soon after inauguration, he Trump administration announced plans to slash the size of the federal government, seemingly by any means necessary. The administration enlisted Elon Musk's Department of Go..."
265,"Your Juneteenth Open Thread","Defector","https://defector.com/","https://defector.com/your-juneteenth-open-thread","2025-06-19T13:08:09.000Z","2025-06-19T18:44:11.295Z",50,"It’s a holiday, and you won’t be seeing much of us today. Consider this your space to talk about the news, your summer plans, tonight’s Game 6, or anything else you wanna blab about. We’ll be back tom..."
264,"Giants' Abdul Carter lands on All-Rookie Team, named an instant impact player","Yahoo Sports","https://sports.yahoo.com/","https://giantswire.usatoday.com/story/sports/nfl/giants/2025/06/19/new-york-giants-abdul-carter-all-rookie-team-named-instant-impact-player/84274097007/","2025-06-19T18:30:18.000Z","2025-06-19T18:44:10.956Z",50,"New York Giants edge rusher Abdul Carter landed on the NFL's All-Rookie Team ahead of the 2025 season, and is named an instant impact player...."
263,"Austin Eckroat opens Travelers with 62 to grab early lead at TPC River Highlands","Yahoo Sports","https://sports.yahoo.com/","https://golfweek.usatoday.com/story/sports/golf/pga/2025/06/19/travelers-championship-2025-scores-first-round-austin-eckroat/84275800007/","2025-06-19T18:30:23.000Z","2025-06-19T18:44:10.931Z",50,"The former Oklahoma State standout has been close to shooting low scores for months, and Thursday at TPC River Highlands, he broke through...."
262,"ESPN Experts Make Bold Prediction About Pacers' Game 6 Finals Chances","Yahoo Sports","https://sports.yahoo.com/","https://athlonsports.com/nba/indiana-pacers/espn-experts-make-bold-prediction-about-pacers-game-6-finals-chances","2025-06-19T18:31:14.000Z","2025-06-19T18:44:10.906Z",60,"A panel of NBA insiders has made a huge prediction about Indiana's odds in a must-win Game 6...."
261,"The Jacob Fearnley train continues at speed as British No 2 seals career-first at Queen’s","Yahoo Sports","https://sports.yahoo.com/","https://www.independent.co.uk/sport/tennis/jacob-fearnley-queens-wimbledon-b2773317.html","2025-06-19T16:17:18.000Z","2025-06-19T18:44:10.881Z",50,"Fearnley, ranked outside the top 500 just over a year ago, overcame the awkward Corentin Moutet in west London to reach a first ATP tour quarter-final..."
260,"As high school flag football grows, NFHS releases official rule book for sport","Yahoo Sports","https://sports.yahoo.com/","https://www.usatodayhss.com/story/sports/high-school/flag-football/2025/06/19/nfhs-releases-official-rule-book-for-flag-football/84275499007/","2025-06-19T18:35:09.000Z","2025-06-19T18:44:10.858Z",50,"Flag football, sanctioned in 16 states as the sport has added hundreds of thousands of players in recent years, now has official NFHS rules...."
259,"Chiefs top pick Simmons to be full-go for camp","ESPN","https://www.espn.com/","https://www.espn.com/nfl/story/_/id/45544368/chiefs-top-pick-josh-simmons-ready-camp-andy-reid-says","2025-06-19T19:25:58.000Z","2025-06-19T18:44:08.701Z",50,"Chiefs first-round draft pick Josh Simmons will be ready to go when training camp begins after having surgery for a torn patellar injury last season at Ohio State, Andy Reid said Thursday...."
258,"Ohtani to pitch against Nationals on Sunday","ESPN","https://www.espn.com/","https://www.espn.com/mlb/story/_/id/45544904/dodgers-shohei-ohtani-pitch-vs-nationals-sunday","2025-06-19T19:25:59.000Z","2025-06-19T18:44:08.676Z",50,"Shohei Ohtani will next pitch for the Los Angeles Dodgers on Sunday against the Washington Nationals...."
257,"Gauff drops first match since French Open title","ESPN","https://www.espn.com/","https://www.espn.com/tennis/story/_/id/45544950/coco-gauff-loses-first-match-french-open-title","2025-06-19T19:25:58.000Z","2025-06-19T18:44:08.652Z",50,"Newly crowned French Open champion Coco Gauff was stunned in her return to action, losing to Chinese qualifier Wang Xinyu 6-3, 6-3 at the Berlin Open...."
256,"Sources: Udoka joins tier of top-paid coaches","ESPN","https://www.espn.com/","https://www.espn.com/nba/story/_/id/45538712/sources-rockets-ime-udoka-agree-long-term-extension","2025-06-19T19:25:58.000Z","2025-06-19T18:44:08.628Z",50,"Rockets coach Ime Udoka has agreed to a long-term contract extension that makes him one of the highest-paid coaches in the NBA, sources told ESPN...."
255,"'You know that's not normal, right?': Inside the rise of Pete Crow-Armstrong, MLB's next superstar","ESPN","https://www.espn.com/","https://www.espn.com/mlb/story/_/id/45524564/mlb-2025-pete-crow-armstrong-chicago-cubs-rising-star","2025-06-19T19:28:32.000Z","2025-06-19T18:44:08.574Z",60,"From flag football to Wrigley Field, PCA has been turning heads with his talent, energy and personality since he was a kid...."
254,"Ranking top Duke freshmen of all-time: Cooper Flagg, Zion Williamson among Blue Devils best first-year stars","CBS Sports","https://www.cbssports.com/","https://www.cbssports.com/college-basketball/news/ranking-top-duke-freshmen-of-all-time-cooper-flagg-zion-williamson-among-blue-devils-best-first-year-stars/","2025-06-18T14:36:19.000Z","2025-06-18T15:28:43.101Z",50,"Coach K has his opinion on the best freshmen to play for Duke and now we have ours..."
253,"2025 NBA Finals odds, Game 6 prediction: Thunder vs. Pacers picks, best bets from NBA expert on 167-91 run","CBS Sports","https://www.cbssports.com/","https://www.cbssports.com/nba/news/2025-nba-finals-odds-game-6-prediction-thunder-vs-pacers-picks-best-bets-from-nba-expert-on-167-91-run/","2025-06-18T14:43:45.000Z","2025-06-18T15:28:43.040Z",70,"SportsLine expert Matt Severance reveals his NBA bets and predictions for Thursday's Game 6 of Oklahoma City Thunder vs. Indiana Pacers in the NBA Finals 2025..."
252,"Tyrese Haliburton injury: Pacers' Rick Carlisle updates status for star guard ahead of NBA Finals Game 6","CBS Sports","https://www.cbssports.com/","https://www.cbssports.com/nba/news/tyrese-haliburton-injury-pacers-rick-carlisle-updates-status-for-star-guard-ahead-of-nba-finals-game-6/","2025-06-18T14:44:24.000Z","2025-06-18T15:28:42.978Z",80,"Haliburton is dealing with a calf injury, and it's unclear if he'll play in the must-win game..."
251,"Fantasy Football Rankings 2025: Sleepers by NFL model that predicted James Cook's monster year","CBS Sports","https://www.cbssports.com/","https://www.cbssports.com/fantasy/football/news/fantasy-football-rankings-2025-sleepers-by-nfl-model-that-predicted-james-cooks-monster-year/","2025-06-18T14:44:06.000Z","2025-06-18T15:28:42.919Z",60,"SportsLine simulated the NFL season 10,000 times and revealed its 2025 Fantasy football sleepers for 2025 Fantasy football draft prep..."
250,"Travelers Championship 2025 odds, golf picks, predictions, props, date: PGA expert backs Robert MacIntyre","CBS Sports","https://www.cbssports.com/","https://www.cbssports.com/golf/news/travelers-championship-2025-odds-golf-picks-predictions-props-date-pga-expert-backs-robert-macintyre/","2025-06-18T14:48:12.000Z","2025-06-18T15:28:42.860Z",60,"When is the Travelers Championship 2025? The Travelers Championship begins on Thursday from TPC River Highlands in Connecticut..."
249,"The Panthers Grind All Before Them To Dust","Defector","https://defector.com/","https://defector.com/the-panthers-grind-all-before-them-to-dust","2025-06-18T13:04:55.000Z","2025-06-18T15:28:40.487Z",50,"The Panthers are the reason your favorite team stinks. Not because they've ruined all those other teams' records, though they have, but because Florida has successfully built what every front office i..."
248,"It’s Getting Dark In Edmonton","Defector","https://defector.com/","https://defector.com/its-getting-dark-edmonton-oilers","2025-06-18T13:34:24.000Z","2025-06-18T15:28:40.427Z",50,"Only two teams have ever lost three consecutive Stanley Cup Finals, and they were both under special and antediluvian circumstances. The 1938–40 Toronto Maple Leafs managed it when the National Hockey..."
247,"Against The Day","Defector","https://defector.com/","https://defector.com/against-the-day","2025-06-18T14:11:23.000Z","2025-06-18T15:28:40.365Z",50,"There are some things you can learn about fascism before you actually learn them during fascism, and there are others that you can only learn through experience. The fundamental instability of fascist..."
246,"Each William Langewiesche Disaster Story Was An Event In Itself","Defector","https://defector.com/","https://defector.com/each-william-langewiesche-disaster-story-was-an-event-in-itself","2025-06-18T14:45:17.000Z","2025-06-18T15:28:40.290Z",50,"William Langewiesche died on Sunday. He was a damn titan. Langewiesche hit his stride in longform magazine journalism round about 1998, applying the concept of system accidents to the downing of Value..."
245,"Toward A Theory Of Kevin Roose","Defector","https://defector.com/","https://defector.com/toward-a-theory-of-kevin-roose","2025-06-18T15:15:30.000Z","2025-06-18T15:28:40.230Z",50,"""You can't be a serious critic,"" New York Times technology reporter Kevin Roose wrote on Tuesday, on Bluesky, about artificial intelligence, ""if you're in denial about how useful it is."" Narrowly, in..."
244,"Sooners announce SEC opponents for 2025-26 season","Yahoo Sports","https://sports.yahoo.com/","https://oklahoma.rivals.com/news/sooners-announce-sec-opponents-for-2025-26-season?yptr=yahoo","2025-06-18T15:14:54.000Z","2025-06-18T15:28:39.886Z",50,"The Oklahoma men's basketball team announced its SEC opponents for the 2025-26 season on Wednesday...."
243,"Sean Payton thinks Broncos are helping Bo Nix by building a good defense","Yahoo Sports","https://sports.yahoo.com/","https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/sean-payton-thinks-broncos-are-helping-bo-nix-by-building-a-good-defense","2025-06-18T15:15:00.000Z","2025-06-18T15:28:39.827Z",50,"Broncos coach Sean Payton said recently that he thinks his team can have ""a real good defense"" this season...."
242,"Padres at Dodgers Prediction: Odds, expert picks, starting pitchers, betting trends and stats for June 18","Yahoo Sports","https://sports.yahoo.com/","https://www.nbcsports.com/betting/mlb/news/padres-at-dodgers-prediction-odds-expert-picks-starting-pitchers-betting-trends-and-stats-for-june-18","2025-06-18T15:16:38.000Z","2025-06-18T15:28:39.767Z",50,"San Diego Padres at Los Angeles Dodgers Preview..."
241,"Arkansas' 2025-26 SEC basketball opponents announced","Yahoo Sports","https://sports.yahoo.com/","https://arkansas.rivals.com/news/arkansas-2025-26-sec-basketball-opponents-announced?yptr=yahoo","2025-06-18T15:18:56.000Z","2025-06-18T15:28:39.704Z",50,"Steve Roberts-Imagn Images   The Southeastern Conference released the men's basketball home and away conference opponents for the 2025-26 season on Wednesday. Arkansas will take on Auburn, LSU and Mis..."
240,"UFC on ABC 8 commentators, broadcast plans: Michael Bisping returns from movie set","Yahoo Sports","https://sports.yahoo.com/","https://mmajunkie.usatoday.com/story/sports/ufc/2025/06/18/ufc-on-abc-8-baku-commentators-broadcast-plans-michael-bisping-returns-movie-set/84257634007/","2025-06-18T15:20:19.000Z","2025-06-18T15:28:39.643Z",50,"The UFC Baku broadcast will see Michael Bisping call his first event in more than a month...."
239,"Clark, Fever to vie for Cup after scuffles mar win","ESPN","https://www.espn.com/","https://www.espn.com/wnba/story/_/id/45534624/clark-fever-vie-cup-title-physical-win-vs-sun","2025-06-18T14:59:44.000Z","2025-06-18T15:28:37.314Z",50,"Caitlin Clark and the Fever advanced to the Commissioner's Cup championship game after defeating the Sun in a physical game that included a pair of scuffles and three late ejections...."
238,"Ruggs apologizes to victim's family at Vegas event","ESPN","https://www.espn.com/","https://www.espn.com/nfl/story/_/id/45534886/apologetic-henry-ruggs-speaks-hope-prisoners-event","2025-06-18T14:59:44.000Z","2025-06-18T15:28:37.254Z",50,"Former Raiders wide receiver Henry Ruggs III, on special release Tuesday night, spoke at a Hope for Prisoners event in Las Vegas and apologized to the family of a woman he killed in a car crash nearly..."
237,"Panthers relied on Marchand's 'magic' in Cup run","ESPN","https://www.espn.com/","https://www.espn.com/nhl/story/_/id/45534860/panthers-cruise-oilers-win-second-straight-stanley-cup","2025-06-18T14:59:44.000Z","2025-06-18T15:28:37.194Z",50,"Acquired at the trade deadline, Brad Marchand was a driving force behind the Panthers' playoff run, which ended with Florida lifting the Stanley Cup after eliminating Edmonton in Game 6...."
236,"Pacers prepare for G6 with or without Haliburton","ESPN","https://www.espn.com/","https://www.espn.com/nba/story/_/id/45537753/tyrese-haliburton-likely-game-call-carlisle-says","2025-06-18T14:59:44.000Z","2025-06-18T15:28:37.133Z",50,"The Pacers are preparing for the possibility of not having Tyrese Haliburton available to play in Game 6 of the NBA Finals, coach Rick Carlisle said in a radio interview...."
235,"The ultimate NFL team from past 25 years: Who makes the 53-man roster, practice squad and coaching staff?","ESPN","https://www.espn.com/","https://www.espn.com/nfl/story/_/id/45042048/nfl-best-all-quarter-century-team-25-years-tom-brady-randy-moss-ray-lewis","2025-06-18T14:52:52.000Z","2025-06-18T15:28:37.061Z",60,"In honor of hitting the quarter-century mark, we built a 53-man roster of the best NFL players from the past 25 years. Who makes the team?..."
234,"'Closest we've ever been': Panthers' Chuba Hubbard has Super Bowl aspirations; history says it's not happening","CBS Sports","https://www.cbssports.com/","https://www.cbssports.com/nfl/news/closest-weve-ever-been-panthers-chuba-hubbard-has-super-bowl-aspirations-history-says-its-not-happening/","2025-06-16T19:26:05.000Z","2025-06-16T19:48:12.173Z",60,"Carolina is an extreme longshot to hoist the Lombardi Trophy..."
233,"6/16/25","CBS Sports","https://www.cbssports.com/","https://www.cbssports.com/","2025-06-16T19:30:37.000Z","2025-06-16T19:48:12.112Z",50,"6/16..."
232,"3 best NBA player props, Pacers vs. Thunder Game 5 odds: Use SGA, Tyrese Haliburton in 2025 NBA Finals picks","CBS Sports","https://www.cbssports.com/","https://www.cbssports.com/nba/news/3-best-nba-player-props-pacers-vs-thunder-game-5-odds-use-sga-tyrese-haliburton-in-2025-nba-finals-picks/","2025-06-16T19:33:18.000Z","2025-06-16T19:48:12.052Z",70,"SportsLine's computer model has revealed three free NBA prop picks for Indiana vs. Oklahoma City in Game 5 of the 2025 NBA Finals after evaluating the latest NBA odds..."
231,"College Football Playoff odds: Searching for this year's Indiana, Arizona State? Value long shot bets for 2025","CBS Sports","https://www.cbssports.com/","https://www.cbssports.com/college-football/news/college-football-playoff-odds-searching-for-this-years-indiana-arizona-state-value-long-shot-bets-for-2025/","2025-06-16T19:34:57.000Z","2025-06-16T19:48:11.991Z",60,"These seven teams have long odds to make the CFP, but a path that could be more likely than oddsmakers expect..."
230,"Giancarlo Stanton injury update: Yankees slugger to make 2025 MLB season debut Monday","CBS Sports","https://www.cbssports.com/","https://www.cbssports.com/mlb/news/giancarlo-stanton-injury-update-yankees-slugger-to-make-2025-mlb-season-debut-monday/","2025-06-16T19:37:32.000Z","2025-06-16T19:48:11.931Z",70,"Stanton has been out all year with elbow injuries..."
229,"J.J. Spaun’s Last Shot Was The Shot Of His Life","Defector","https://defector.com/","https://defector.com/j-j-spauns-last-shot-was-the-shot-of-his-life","2025-06-16T16:16:15.000Z","2025-06-16T19:48:09.995Z",50,"The U.S. Open is a notoriously difficult tournament even under normal circumstances, but forcing professional golfers to play in the kind of weather that tormented the greater Pittsburgh area on Sunda..."
228,"The Crossword, June 16: Swing Both Ways","Defector","https://defector.com/","https://defector.com/the-crossword-june-16-swing-both-ways","2025-06-16T16:22:39.000Z","2025-06-16T19:48:09.936Z",50,"Look on the bright side: There's a new crossword for you to solve! This week's puzzle was constructed by Hanh Huynh and edited by Hoang-Kim Vu. Hanh is a bankruptcy attorney who lives in Brooklyn, N.Y..."
227,"Lando Norris Fails To Find One Gap, Widens Another","Defector","https://defector.com/","https://defector.com/lando-norris-fails-to-find-one-gap-widens-another","2025-06-16T17:06:15.000Z","2025-06-16T19:48:09.876Z",50,"Ladies and gentlemen, your two unfortunates of the past weekend: Lando Norris and local wildlife. The Circuit Gilles Villeneuve, host site of the Canadian Grand Prix, encircles an island in Montreal...."
226,"Dodgers Innovate Watchable June Bullpen Game","Defector","https://defector.com/","https://defector.com/shohei-ohtani-dodgers-pitching-return","2025-06-16T18:55:14.000Z","2025-06-16T19:48:09.817Z",50,"Shohei Ohtani has not pitched in a game since 2023, when in addition to leading the league in all the cool batting stats he also struck out 11.4 per nine with a 1.061 WHIP in 23 starts. I was a witnes..."
225,"A Good Marriage Plot Needs Real Stakes","Defector","https://defector.com/","https://defector.com/a-good-marriage-plot-needs-real-stakes","2025-06-16T19:37:23.000Z","2025-06-16T19:48:09.757Z",50,"A romantic comedy often opens with a scene where the protagonist demonstrates that she's not like other girls. In Legally Blonde, that's Reese Witherspoon slipping her freshly painted toenails into we..."
224,"Report: Nets could explore jumping Wizards to take Jeremiah Fears","Yahoo Sports","https://sports.yahoo.com/","https://netswire.usatoday.com/story/sports/nba/nets/2025/06/16/report-nets-could-explore-jumping-wizards-to-take-jeremiah-fears/84232407007/","2025-06-16T19:31:20.000Z","2025-06-16T19:48:09.395Z",50,"Like every other team, the Brooklyn Nets have players they would like to take in the 2025 NBA Draft. Could the Washington Wizards get in their way?..."
223,"US hockey announces initial 6 players for 2026 Milan Olympics","Yahoo Sports","https://sports.yahoo.com/","https://sports.yahoo.com/article/us-hockey-announces-initial-6-193402190.html","2025-06-16T19:34:02.000Z","2025-06-16T19:48:09.335Z",60,"The U.S. named Matthew and Brady Tkachuk, Auston Matthews, Jack Eichel, Quinn Hughes and Charlie McAvoy as its first six players for the 2026 Olympics, avoiding goaltenders on the initial roster unvei..."
222,"Kyler Murray must avoid interceptions in 2025","Yahoo Sports","https://sports.yahoo.com/","https://cardswire.usatoday.com/story/sports/nfl/cardinals/2025/06/16/kyler-murray-must-avoid-interceptions-in-2025/84229199007/","2025-06-16T19:34:18.000Z","2025-06-16T19:48:09.274Z",50,"Kyler Murray interceptions in 2024 aren't far removed from the memory of Cardinals fans...."
221,"David Ortiz responds to Red Sox's Rafael Devers trade: 'You've got to put your ego aside'","Yahoo Sports","https://sports.yahoo.com/","https://sports.yahoo.com/mlb/article/david-ortiz-responds-to-red-soxs-rafael-devers-trade-youve-got-to-put-your-ego-aside-193444836.html","2025-06-16T19:34:44.000Z","2025-06-16T19:48:09.214Z",60,"David Ortiz changed course after supporting Rafael Devers in early June...."
220,"Astros' Lance McCullers Jr. sidelined with sprained foot, rookie Ryan Gusto to start","Yahoo Sports","https://sports.yahoo.com/","https://sports.yahoo.com/article/astros-lance-mccullers-jr-sidelined-193710807.html","2025-06-16T19:37:10.000Z","2025-06-16T19:48:09.151Z",50,"The Houston Astros placed right-hander Lance McCullers Jr. on the 15-day injured list with a sprained right foot Monday before his scheduled start against the Athletics.  The move, which is retroactiv..."
219,"On cusp of Cup, Tkachuk to play like it's Game 7","ESPN","https://www.espn.com/","https://www.espn.com/nhl/story/_/id/45524636/panthers-matthew-tkachuk-look-wrap-title-6-not-7","2025-06-16T19:41:50.000Z","2025-06-16T19:48:06.380Z",50,"The Panthers have struggled to close out teams on their first try and are looking to avoid a second straight Stanley Cup Game 7 as they aim to put away the Oilers on Tuesday and win back-to-back champ..."
218,"Spaun captures first major title, wins U.S. Open","ESPN","https://www.espn.com/","https://www.espn.com/golf/story/_/id/45520741/jj-spaun-captures-first-major-title-wins-125th-us-open","2025-06-16T19:41:50.000Z","2025-06-16T19:48:06.319Z",50,"J.J. Spaun, 34, who started Sunday one stroke behind 54-hole leader Sam Burns, survived a terrible start and challenging elements to pull away from the pack and capture his first major title with a tw..."
217,"Fulmer's grandson commits to Vols' class of '27","ESPN","https://www.espn.com/","https://www.espn.com/college-football/story/_/id/45524842/vols-earn-2027-commitment-phil-fulmer-grandson","2025-06-16T19:41:50.000Z","2025-06-16T19:48:06.260Z",50,"Linebacker prospect JP Peace, grandson of national champion head coach and former Vols athletic director Phillip Fulmer, announced his commitment to the Tennessee program on Monday...."
216,"Yankees' Stanton activated, set for season debut","ESPN","https://www.espn.com/","https://www.espn.com/mlb/story/_/id/45524587/sources-yankees-giancarlo-stanton-make-debut-vs-angels","2025-06-16T19:41:50.000Z","2025-06-16T19:48:06.199Z",50,"The Yankees reinstated designated hitter Giancarlo Stanton from the injured list Monday...."
215,"Red Sox deal All-Star Devers to Giants in stunner","ESPN","https://www.espn.com/","https://www.espn.com/mlb/story/_/id/45520142/red-sox-trade-all-star-slugger-rafael-devers-giants","2025-06-16T19:41:52.000Z","2025-06-16T19:48:06.120Z",50,"The Giants are sending Jordan Hicks, Kyle Harrison, outfield prospect James Tibbs III and pitching prospect Jose Bello to the Red Sox for Rafael Devers...."